As Of Date,Complaint Id,Tax ID,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
11/25/2023,202106373,963803,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: SOL Expired prior to APU,02/10/2023,
11/25/2023,202103282,967645,Substantiated (Command Discipline A),Substantiated (Command Discipline B),01/28/2023,No,,,,,,Formalized Training
11/25/2023,201002939,941137,Substantiated (Command Discipline),,08/28/2011,No,,,,,,No penalty
11/25/2023,202200238,934884,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201708958,948210,Substantiated (Formalized Training),,02/28/2019,No,,,,,,Formalized Training
11/25/2023,201407041,944061,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,,,Closed: Not guilty after trial,01/26/2017,
11/25/2023,201900361,960214,Substantiated (Formalized Training),,05/28/2020,No,,,,,,Closed Administratively (No penalty reported)
11/25/2023,201409014,939149,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,11/01/2017,
11/25/2023,200715888,936833,Substantiated (Charges),,04/28/2009,No,,,,,,No penalty
11/25/2023,202000074,953046,Substantiated (Command Discipline A),Substantiated (Command Discipline A),02/28/2022,No,,,,,,Closed Administratively (Instructions)
11/25/2023,201014544,934550,Substantiated (Charges),,04/28/2012,No,,,,,,Instructions
11/25/2023,201311395,948292,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",08/26/2014,Formalized Training
11/25/2023,200103371,891554,Substantiated (Charges),,12/28/2003,No,,,,,,Vacation: 5 days
11/25/2023,201906066,955965,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200206233,900380,Substantiated (Charges),,01/28/2005,No,,,,,,Vacation: 5 days
11/25/2023,202002992,947872,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,No,,,,,,
11/25/2023,202100704,960937,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201706222,938891,Substantiated (Command Discipline B),,06/28/2018,No,,,,,,Closed Administratively (No penalty reported)
11/25/2023,201809421,920583,Substantiated (Charges),,,Yes,Forfeit vacation 20 days,,,Closed: Not guilty after trial,06/01/2023,
11/25/2023,202004551,940094,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Charges not served,03/31/2023,
11/25/2023,200107852,894877,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
11/25/2023,200504839,924670,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
11/25/2023,202202269,930400,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Command Discipline - A
11/25/2023,201902812,957905,Substantiated (Command Lvl Instructions),,04/28/2021,No,,,,,,Formalized Training
11/25/2023,200204576,917592,Substantiated (Charges),,10/28/2003,No,,,,,,Command Discipline - A
11/25/2023,201808554,934913,Substantiated (Command Lvl Instructions),,03/28/2020,No,,,,,,Formalized Training
11/25/2023,202103616,920592,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Retired,02/13/2023,
11/25/2023,202104382,944907,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202006684,946700,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201702102,954245,Substantiated (Formalized Training),,08/28/2018,No,,,,,,Formalized Training
11/25/2023,201809797,951741,Substantiated (Command Discipline B),,05/28/2020,No,,,,,,Command Discipline - A
11/25/2023,201405284,944868,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",11/13/2015,Forfeit vacation 5 days
11/25/2023,200402273,928302,Substantiated (Charges),,07/28/2005,No,,,,,,Command Discipline - A
11/25/2023,200300115,903328,Substantiated (Charges),,04/28/2004,No,,,,,,No penalty
11/25/2023,201908463,955083,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,Yes,,,Formalized Training,Closed: Resolved by plea,11/13/2023,Formalized Training
11/25/2023,202203515,948245,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202200401,965826,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2023,No,,,,,,Command Discipline - A
11/25/2023,202002891,960466,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Closed: Resigned,07/27/2023,
11/25/2023,202205388,970036,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,201014490,941471,Substantiated (Charges),,04/28/2012,No,,,,,,No penalty
11/25/2023,201903998,962159,Substantiated (Command Discipline A),,09/28/2020,No,,,,,,Command Discipline - A
11/25/2023,202105918,962519,Substantiated (Command Discipline A),Substantiated (Command Discipline A),03/28/2023,No,,,,,,Command Discipline - A
11/25/2023,201103220,935104,Substantiated (Command Discipline),,09/28/2012,No,,,,,,Instructions
11/25/2023,202004452,962846,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,No penalty
11/25/2023,201506328,941338,Substantiated (Formalized Training),,01/28/2016,No,,,,,,Formalized Training
11/25/2023,201910803,957439,Substantiated (Command Lvl Instructions),,03/28/2021,No,,,,,,Command Discipline - A (Vacation: 5 days)
11/25/2023,202107337,964447,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,"Closed: Retained, with discipline",06/05/2023,Forfeit vacation 3 days
11/25/2023,201807202,934145,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",12/10/2019,Suspension 25 days
11/25/2023,201510005,944594,Substantiated (Command Discipline B),,05/28/2017,No,,,,,,No penalty
11/25/2023,201608859,934202,Substantiated (Charges),,,Yes,Dismissal Probation 30 days,Dismissed,,Closed: Not guilty after trial,10/26/2018,
11/25/2023,202107652,940843,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2023,No,,,,,,No penalty
11/25/2023,201309672,919776,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 10 days,,"Closed: Trial verdict reversed by PC, Final verdict Not Guilty",07/27/2017,
11/25/2023,200001480,908261,Substantiated (Command Discipline),,,No,,,,,,
11/25/2023,201013631,931010,Substantiated (Charges),,04/28/2012,No,,,,,,No penalty
11/25/2023,202102813,960287,Substantiated (Formalized Training),Substantiated (Formalized Training),11/28/2022,No,,,,,,Formalized Training
11/25/2023,200910435,921359,Substantiated (Charges),,12/28/2010,No,,,,,,Command Discipline - B
11/25/2023,201506660,925259,Substantiated (Command Discipline B),,04/28/2016,No,,,,,,Formalized Training
11/25/2023,202105168,940000,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202101782,968294,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
11/25/2023,201207181,930653,Substantiated (Charges),,,Yes,Forfeit vacation 3 days,,,Closed: Not guilty after trial,02/26/2015,
11/25/2023,200511416,920691,Substantiated (Charges),,03/28/2007,No,,,,,,Command Discipline - A
11/25/2023,201214028,899488,Substantiated (Command Discipline),,05/28/2014,No,,,,,,Instructions
11/25/2023,202002799,945733,Substantiated (Command Discipline B),Substantiated (Command Discipline B),02/28/2023,No,,,,,,No penalty
11/25/2023,202003834,964694,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200103830,903857,Substantiated (Charges),,,No,,,,,,
11/25/2023,202105542,949254,Substantiated (Command Discipline B),Substantiated (Command Discipline B),02/28/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
11/25/2023,201902318,918005,Substantiated (Command Discipline A),,09/28/2020,No,,,,,,Command Discipline - A
11/25/2023,200600337,903648,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
11/25/2023,200300872,927363,Substantiated (Charges),,07/28/2004,No,,,,,,Command Discipline - A
11/25/2023,202201674,954619,Substantiated (Command Discipline A),Substantiated (Command Discipline B),04/28/2023,No,,,,,,No penalty
11/25/2023,202207931,940425,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,201706385,917573,Substantiated (Formalized Training),,,No,,,,,,
11/25/2023,202105273,949622,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201705030,957184,Substantiated (Command Discipline A),,12/28/2018,No,,,,,,No penalty
11/25/2023,202003307,940117,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200707374,898013,Substantiated (Charges),,07/28/2009,No,,,,,,
11/25/2023,200400418,906467,Substantiated (Charges),,06/28/2005,No,,,,,,Instructions
11/25/2023,202001952,958958,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201802044,945153,Substantiated (Command Discipline A),,09/28/2019,No,,,,,,No penalty
11/25/2023,200300266,897321,Substantiated (Command Discipline),,07/28/2004,No,,,,,,Command Discipline - A
11/25/2023,200603876,924055,Substantiated (Instructions),,03/28/2007,No,,,,,,
11/25/2023,201112020,929005,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
11/25/2023,200600443,894546,Substantiated (Charges),,06/28/2007,No,,,,,,No penalty
11/25/2023,200602394,923634,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
11/25/2023,201301998,903415,Substantiated (Command Discipline),,07/28/2014,No,,,,,,No penalty
11/25/2023,201501960,933784,Substantiated (Command Discipline B),,,No,,,,,,
11/25/2023,202003712,965929,Substantiated (Charges),Substantiated (Charges),,Yes,,,,"Closed: Retained, without discipline",12/24/2021,No penalty
11/25/2023,201810357,953195,Substantiated (Formalized Training),,03/28/2020,No,,,,,,Formalized Training
11/25/2023,200605848,923120,Substantiated (Charges),,11/28/2007,No,,,,,,
11/25/2023,202203840,962359,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201801230,956684,Substantiated (Charges),,,Yes,Terminated,,,Closed: Not guilty after trial,04/15/2020,
11/25/2023,201007012,946953,Substantiated (Command Discipline),,10/28/2011,No,,,,,,Instructions
11/25/2023,201305331,940392,Substantiated (Command Discipline),,12/28/2014,No,,,,,,Instructions
11/25/2023,200108066,885824,Substantiated (Charges),,11/28/2003,No,,,,,,No penalty
11/25/2023,201304699,922228,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",05/26/2015,Formalized Training
11/25/2023,200406667,927106,Substantiated (Charges),,06/28/2005,No,,,,,,Command Discipline - A
11/25/2023,202200155,951024,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200201658,897780,Substantiated (Charges),,06/28/2004,No,,,,,,No penalty
11/25/2023,200500764,901423,Substantiated (Charges),,06/28/2006,No,,,,,,Instructions
11/25/2023,201003201,938863,Substantiated (Charges),,09/28/2011,No,,,,,,Instructions
11/25/2023,201909592,955457,Substantiated (Command Discipline B),,12/28/2021,No,,,,,,Command Discipline - B
11/25/2023,202203990,966662,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201509217,919661,Substantiated (Charges),,,Yes,Forfeit vacation 30 days,Forfeit vacation 7 days,,Closed: Guilty after trial,12/07/2017,Forfeit vacation 7 days
11/25/2023,201606686,945467,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Formalized Training
11/25/2023,201508062,947762,Substantiated (Command Discipline B),,,No,,,,,,
11/25/2023,201305283,951982,Substantiated (Instructions),,08/28/2014,No,,,,,,Instructions
11/25/2023,201201475,895704,Substantiated (Command Discipline),,06/28/2013,No,,,,,,No penalty
11/25/2023,201411847,940872,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,04/28/2017,
11/25/2023,201709170,955781,Substantiated (Command Discipline B),,04/28/2019,No,,,,,,Command Discipline - A
11/25/2023,201910281,965788,Substantiated (Formalized Training),Substantiated (Command Discipline A),11/28/2021,No,,,,,,No penalty
11/25/2023,201907123,965937,Substantiated (Formalized Training),,03/28/2021,No,,,,,,Instructions
11/25/2023,201903267,960062,Substantiated (Command Lvl Instructions),,09/28/2020,No,,,,,,Instructions
11/25/2023,201405544,933679,Substantiated (Command Discipline A),,12/28/2015,No,,,,,,Formalized Training
11/25/2023,202204053,945712,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201505887,951306,Substantiated (Formalized Training),,06/28/2016,No,,,,,,Instructions
11/25/2023,201311018,950173,Substantiated (Charges),,,Yes,,,Forfeit vacation 5 days,Closed: Resolved by plea,10/24/2016,Forfeit vacation 5 days
11/25/2023,201402542,950512,Substantiated (Command Discipline A),,09/28/2015,No,,,,,,Command Discipline - A
11/25/2023,200304974,930162,Substantiated (Charges),,07/28/2004,No,,,,,,Command Discipline - A
11/25/2023,201405612,924971,Substantiated (Command Discipline B),,05/28/2017,No,,,,,,Vacation: 15 days
11/25/2023,201501468,927377,Substantiated (Charges),,,Yes,Forfeit vacation 45 days,Forfeit vacation 45 days,,Closed: Guilty after trial,03/28/2017,Forfeit vacation 25 days
11/25/2023,201411582,933362,Substantiated (Command Discipline B),,03/28/2016,No,,,,,,Command Discipline - A / Command Level Instructions
11/25/2023,200203320,880381,Substantiated (Charges),,09/28/2004,No,,,,,,
11/25/2023,201900029,955886,Substantiated (Formalized Training),,06/28/2020,No,,,,,,Formalized Training
11/25/2023,201013820,898556,Substantiated (Command Discipline),,04/28/2012,No,,,,,,Instructions
11/25/2023,202107236,967885,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Closed: Resigned,08/16/2023,
11/25/2023,201903463,931792,Substantiated (Charges),Substantiated (Charges),,Yes,,,,"Closed: Previously adjudicated, with discipline",06/28/2019,Command Discipline A
11/25/2023,200913187,924571,Substantiated (Charges),,02/28/2011,No,,,,,,
11/25/2023,201310229,953845,Substantiated (Instructions),,04/28/2015,No,,,,,,Formalized Training
11/25/2023,201902570,962711,Substantiated (Command Lvl Instructions),,09/28/2020,No,,,,,,Instructions
11/25/2023,201603149,939481,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,No penalty
11/25/2023,200800947,940608,Substantiated (Charges),,07/28/2009,No,,,,,,No penalty
11/25/2023,201903903,958298,Substantiated (Formalized Training),,06/28/2020,No,,,,,,Instructions
11/25/2023,202100645,936630,Substantiated (Formalized Training),Substantiated (Formalized Training),06/28/2022,No,,,,,,Formalized Training
11/25/2023,202002937,961483,Substantiated (Command Discipline A),Substantiated (Command Discipline A),01/28/2023,No,,,,,,No penalty
11/25/2023,200202365,920230,Substantiated (Charges),,03/28/2004,No,,,,,,Terminated
11/25/2023,201500682,937387,Substantiated (Formalized Training),,02/28/2016,No,,,,,,Formalized Training
11/25/2023,202002863,956238,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Charges not served,07/28/2023,
11/25/2023,201311318,952155,Substantiated (Formalized Training),,05/28/2015,No,,,,,,Formalized Training
11/25/2023,201101407,922716,Substantiated (Command Discipline),,07/28/2012,No,,,,,,Instructions
11/25/2023,202103593,953282,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Closed: SOL Expired prior to APU,12/13/2022,
11/25/2023,202202614,940131,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201406706,950253,Substantiated (Charges),,,Yes,Forfeit vacation 25 days,Forfeit vacation 7 days,,Closed: Guilty after trial,09/13/2016,Forfeit vacation 7 days
11/25/2023,201207181,935947,Substantiated (Charges),,,Yes,Forfeit vacation 3 days,,,Closed: Not guilty after trial,02/26/2015,
11/25/2023,200402332,916653,Substantiated (Command Discipline),,04/28/2005,No,,,,,,Command Discipline - A
11/25/2023,201904022,961547,Substantiated (Formalized Training),,12/28/2020,No,,,,,,Formalized Training
11/25/2023,201903133,950387,Substantiated (Command Discipline A),,05/28/2021,No,,,,,,Command Discipline - A
11/25/2023,202101967,942346,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,Command Discipline - A
11/25/2023,200603134,925584,Substantiated (Command Discipline),,12/28/2006,No,,,,,,
11/25/2023,202103776,930421,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201807718,948601,Substantiated (Command Lvl Instructions),,02/28/2021,No,,,,,,Instructions
